,index,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,predict,index,predict,no,yes
1955,13015,31,management,married,tertiary,yes,0,no,no,cellular,14,jul,118,4,-1,0,unknown,,1955,no,0.9751855262672584,0.024814473732741472
1956,17144,46,admin.,married,secondary,no,547,no,yes,cellular,4,aug,114,2,-1,0,unknown,,1956,no,0.973906356408878,0.02609364359112201
1957,24802,34,management,single,tertiary,no,2633,yes,no,cellular,21,nov,705,6,-1,0,unknown,,1957,yes,0.3063969328173298,0.6936030671826702
1958,30650,56,retired,married,primary,no,1947,no,no,cellular,30,apr,441,2,-1,0,unknown,,1958,yes,0.7292626582961934,0.27073734170380664
1959,28696,39,admin.,married,secondary,no,0,no,no,cellular,9,apr,106,2,-1,0,unknown,,1959,no,0.938371344166258,0.06162865583374187
1960,2163,20,services,single,secondary,no,-103,yes,no,unknown,13,may,180,1,-1,0,unknown,no,1960,no,0.9755388983624356,0.02446110163756457
1961,33550,50,services,married,secondary,no,481,yes,no,cellular,13,may,168,1,-1,0,unknown,,1961,no,0.9739976793666087,0.026002320633391116
1962,36853,30,unemployed,single,tertiary,no,1159,no,no,cellular,12,aug,95,1,68,1,success,,1962,no,0.9347143313470078,0.06528566865299226
1963,3542,44,blue-collar,married,tertiary,no,2185,yes,no,unknown,16,may,698,1,-1,0,unknown,yes,1963,no,0.9406140228081584,0.05938597719184156
1964,4384,33,technician,single,secondary,no,2660,yes,no,unknown,21,may,121,1,-1,0,unknown,,1964,no,0.9755066430933012,0.024493356906698845
1965,18888,40,housemaid,married,secondary,no,163,no,no,cellular,13,aug,158,7,-1,0,unknown,,1965,no,0.9746716052568885,0.025328394743111642
1966,32617,50,admin.,married,secondary,no,326,yes,no,cellular,11,may,124,1,369,2,failure,,1966,no,0.9749307215488922,0.025069278451107964
1967,30118,51,admin.,married,secondary,no,-895,yes,no,cellular,20,apr,104,5,-1,0,unknown,,1967,no,0.9734112945377178,0.02658870546228223
1968,40659,54,admin.,married,secondary,no,66,yes,no,cellular,11,nov,167,1,-1,0,unknown,,1968,yes,0.6912208877942594,0.30877911220574056
1969,37524,28,management,single,tertiary,no,6784,no,no,cellular,1,oct,502,1,115,3,other,,1969,yes,0.18722699376405627,0.8127730062359437
1970,26520,50,blue-collar,single,primary,no,1558,yes,no,cellular,3,feb,294,1,265,1,other,,1970,no,0.964032642233,0.03596735776700006
1971,10951,38,services,single,secondary,no,1315,no,no,unknown,20,jun,23,12,-1,0,unknown,,1971,no,0.9757956731876734,0.024204326812326662
1972,6299,56,technician,divorced,secondary,no,77,yes,yes,unknown,28,may,25,2,-1,0,unknown,,1972,no,0.975781626552963,0.024218373447037055
1973,7845,26,blue-collar,single,secondary,no,1802,yes,no,unknown,3,jun,28,19,-1,0,unknown,,1973,no,0.9757496537215548,0.024250346278445162
1974,29161,34,self-employed,single,tertiary,no,1943,yes,no,cellular,16,apr,478,2,-1,0,unknown,,1974,no,0.9007384409548528,0.09926155904514716
1975,23263,59,retired,married,secondary,no,2291,no,yes,cellular,19,nov,190,1,128,3,failure,,1975,no,0.9698197890931216,0.03018021090687823
1976,19813,39,technician,married,tertiary,no,93,no,no,cellular,20,aug,162,2,-1,0,unknown,,1976,no,0.9731437756737886,0.026856224326211396
1977,22326,51,housemaid,divorced,secondary,no,-76,yes,no,cellular,18,nov,91,1,-1,0,unknown,,1977,no,0.9757543126646412,0.02424568733535877
1978,37600,59,unemployed,married,secondary,no,0,no,no,cellular,13,oct,78,1,216,1,failure,,1978,no,0.9726889452615488,0.02731105473845111
1979,32502,59,services,married,secondary,no,33,yes,no,cellular,11,may,138,1,-1,0,unknown,,1979,no,0.9746295889698104,0.02537041103018956
1980,8437,37,blue-collar,married,primary,no,27,no,no,unknown,6,jun,80,1,-1,0,unknown,,1980,no,0.9755451112722721,0.02445488872772801
1981,9673,41,blue-collar,married,primary,no,389,yes,no,unknown,16,jun,127,2,-1,0,unknown,,1981,no,0.9755597407848806,0.02444025921511943
1982,28933,56,blue-collar,married,primary,no,3498,no,no,cellular,15,apr,264,2,-1,0,unknown,,1982,yes,0.5130059296158952,0.4869940703841048
1983,11886,33,blue-collar,married,tertiary,no,870,no,yes,cellular,8,jul,545,3,-1,0,unknown,,1983,no,0.9370802736895671,0.06291972631043273
1984,24642,36,blue-collar,married,secondary,no,3266,yes,no,cellular,21,nov,94,1,-1,0,unknown,,1984,no,0.9751165625619044,0.02488343743809561
1985,3070,58,admin.,divorced,secondary,no,1713,no,no,unknown,15,may,544,2,-1,0,unknown,yes,1985,no,0.9564196278825546,0.04358037211744538
1986,32946,48,management,married,secondary,no,-440,yes,yes,cellular,12,may,399,1,-1,0,unknown,,1986,no,0.9633330685164164,0.03666693148358351
1987,8706,37,services,married,secondary,no,1372,yes,no,unknown,6,jun,129,2,-1,0,unknown,,1987,no,0.9752752403259362,0.02472475967406387
1988,39513,28,unemployed,single,secondary,no,304,no,no,cellular,14,jun,516,1,-1,0,unknown,,1988,yes,0.13304463906415598,0.8669553609358441
1989,40480,52,technician,married,secondary,no,553,yes,no,telephone,11,oct,160,1,-1,0,unknown,,1989,no,0.9014943415724544,0.0985056584275456
1990,13703,33,services,married,secondary,no,70,no,no,cellular,17,jul,378,7,-1,0,unknown,,1990,no,0.9643566799959492,0.035643320004050814
1991,33956,28,management,single,tertiary,no,1027,yes,no,cellular,14,may,433,1,-1,0,unknown,,1991,no,0.9291415650815362,0.0708584349184638
1992,3138,27,services,married,secondary,no,94,yes,no,unknown,15,may,352,2,-1,0,unknown,no,1992,no,0.975341779777258,0.02465822022274186
1993,22777,40,admin.,single,secondary,no,2854,yes,no,cellular,18,nov,354,2,169,1,failure,,1993,no,0.9711413466137152,0.028858653386284724
1994,33291,36,blue-collar,married,primary,no,319,yes,no,cellular,13,may,774,2,301,1,failure,,1994,yes,0.5557887552453039,0.4442112447546959
1995,6563,49,technician,married,secondary,no,2497,yes,no,unknown,29,may,99,1,-1,0,unknown,,1995,no,0.9756854620833232,0.024314537916676756
1996,17319,34,technician,married,tertiary,no,218,no,no,cellular,5,aug,109,2,-1,0,unknown,,1996,no,0.9742920628891324,0.025707937110867617
1997,1588,32,blue-collar,married,secondary,yes,-1,yes,no,unknown,9,may,653,1,-1,0,unknown,no,1997,yes,0.690964892145608,0.309035107854392
1998,40563,27,unemployed,single,secondary,no,771,no,no,cellular,21,oct,181,1,302,3,other,,1998,yes,0.15842996908899246,0.8415700309110076
1999,33737,40,blue-collar,married,primary,no,830,yes,no,cellular,13,may,873,3,370,2,failure,,1999,yes,0.12749345882211005,0.87250654117789
2000,32494,49,blue-collar,married,primary,no,6215,yes,no,cellular,11,may,549,1,-1,0,unknown,,2000,no,0.9111671969944256,0.08883280300557432
2001,16069,46,admin.,married,secondary,no,659,yes,no,telephone,29,jul,1127,11,-1,0,unknown,,2001,yes,0.07012278253929671,0.9298772174607032
2002,7257,37,services,married,secondary,no,741,yes,no,unknown,2,jun,88,2,-1,0,unknown,,2002,no,0.9756131842065048,0.024386815793495296
2003,31187,61,retired,divorced,secondary,no,0,no,no,cellular,5,may,272,3,-1,0,unknown,,2003,no,0.8613219070193441,0.13867809298065598
2004,1965,32,blue-collar,married,primary,no,1064,yes,no,unknown,12,may,326,1,-1,0,unknown,no,2004,no,0.9755234195218636,0.024476580478136358
2005,35154,32,admin.,married,secondary,no,3540,yes,no,cellular,18,may,213,1,178,1,failure,,2005,no,0.9676832609821878,0.032316739017812166
2006,35793,25,student,single,secondary,no,1116,yes,no,cellular,1,jun,119,1,20,5,failure,,2006,no,0.9662324553777392,0.03376754462226079
2007,6644,41,entrepreneur,married,tertiary,no,1065,yes,yes,unknown,29,may,553,1,-1,0,unknown,,2007,no,0.9517391145067614,0.04826088549323855
2008,16508,53,retired,married,primary,no,118,no,no,telephone,31,jul,176,5,-1,0,unknown,,2008,no,0.9752460439643428,0.02475395603565721
2009,3651,26,technician,divorced,secondary,no,379,yes,yes,unknown,19,may,501,3,-1,0,unknown,yes,2009,no,0.9680842217083908,0.03191577829160923
2010,4201,39,technician,single,secondary,no,1022,yes,no,unknown,20,may,1410,2,-1,0,unknown,,2010,yes,0.15821558121337045,0.8417844187866296
2011,16723,37,services,married,secondary,no,0,yes,yes,cellular,31,jul,187,2,-1,0,unknown,,2011,no,0.975446337943136,0.02455366205686405
2012,7621,40,retired,single,secondary,no,1734,yes,no,unknown,3,jun,123,4,-1,0,unknown,,2012,no,0.9755894210936958,0.02441057890630417
2013,37798,22,student,single,secondary,no,23,no,no,cellular,27,oct,137,1,-1,0,unknown,,2013,yes,0.08624903441930598,0.9137509655806941
2014,8394,51,admin.,married,secondary,no,1699,no,no,unknown,5,jun,153,2,-1,0,unknown,,2014,no,0.9743912494369092,0.025608750563090726
2015,20841,39,management,single,tertiary,no,1092,no,no,cellular,26,aug,205,7,-1,0,unknown,,2015,no,0.971800593508628,0.02819940649137185
2016,38818,77,retired,married,primary,no,680,no,no,telephone,24,feb,513,2,89,7,failure,,2016,no,0.8179359914060371,0.1820640085939629
2017,38611,36,management,divorced,tertiary,no,1057,no,no,cellular,5,feb,383,2,-1,0,unknown,,2017,no,0.914120172718776,0.08587982728122415
2018,40675,28,self-employed,single,tertiary,no,159,no,no,cellular,16,nov,449,2,33,4,success,,2018,yes,0.055621560278606215,0.9443784397213938
2019,10201,40,technician,married,tertiary,no,4396,no,no,unknown,18,jun,1195,2,-1,0,unknown,,2019,yes,0.7236826568225538,0.27631734317744616
2020,12968,50,blue-collar,married,primary,no,1580,yes,no,cellular,14,jul,111,3,-1,0,unknown,,2020,no,0.9754064771619028,0.02459352283809736
2021,26967,29,management,single,tertiary,no,697,no,no,cellular,4,feb,206,1,-1,0,unknown,,2021,yes,0.8072101158938172,0.19278988410618275
2022,34893,29,services,single,secondary,no,9,yes,no,cellular,18,may,19,5,-1,0,unknown,,2022,no,0.9757463145963508,0.024253685403649267
2023,3494,41,unemployed,married,secondary,no,356,yes,no,unknown,16,may,80,2,-1,0,unknown,no,2023,no,0.9757493925449024,0.02425060745509772
2024,20427,36,management,married,tertiary,no,591,yes,no,cellular,25,aug,109,5,-1,0,unknown,,2024,no,0.9755682943183976,0.02443170568160247
2025,11797,39,admin.,single,secondary,no,1661,no,yes,cellular,8,jul,431,1,-1,0,unknown,,2025,no,0.9594485906352634,0.04055140936473655
2026,2244,46,management,married,tertiary,no,48,no,no,unknown,13,may,120,1,-1,0,unknown,no,2026,no,0.975418116892128,0.024581883107871936
2027,24331,31,self-employed,married,tertiary,no,5,yes,yes,cellular,21,nov,635,1,135,2,failure,,2027,yes,0.34027071985452784,0.6597292801454722
2028,22692,41,management,married,tertiary,no,25,no,no,cellular,18,nov,431,2,-1,0,unknown,,2028,no,0.9577236155073025,0.042276384492697584
2029,13497,41,entrepreneur,married,tertiary,no,2249,yes,no,telephone,16,jul,231,5,-1,0,unknown,,2029,no,0.974139685372624,0.025860314627376188
2030,27,59,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,226,1,-1,0,unknown,no,2030,no,0.9756390498903441,0.024360950109656037
2031,14543,58,admin.,divorced,secondary,no,74,yes,no,telephone,22,jul,514,11,-1,0,unknown,,2031,no,0.9482968267477879,0.051703173252211916
2032,12249,32,blue-collar,married,primary,no,187,no,no,cellular,9,jul,91,1,-1,0,unknown,,2032,no,0.9750825764150259,0.024917423584973987
2033,26815,34,management,married,tertiary,no,4831,yes,no,cellular,4,feb,265,1,-1,0,unknown,,2033,no,0.9558708716072182,0.04412912839278183
2034,36198,31,management,single,tertiary,no,5205,no,no,cellular,9,jun,529,2,-1,0,unknown,,2034,yes,0.10771114862405162,0.8922888513759484
2035,23439,42,management,divorced,tertiary,no,16,no,no,cellular,19,nov,140,3,-1,0,unknown,,2035,no,0.9742221120911292,0.025777887908870832
2036,15445,45,services,married,secondary,no,88,yes,no,cellular,25,jul,87,4,-1,0,unknown,,2036,no,0.975688287646042,0.024311712353958168
2037,26320,48,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,2,feb,115,2,187,2,failure,,2037,no,0.9737539309371795,0.026246069062820374
2038,18043,35,housemaid,married,primary,no,77,no,no,cellular,8,aug,191,1,-1,0,unknown,,2038,no,0.9702326893345528,0.029767310665447213
2039,34062,32,management,single,tertiary,no,499,yes,no,cellular,14,may,182,1,339,2,failure,,2039,no,0.9740765329058886,0.025923467094111457
2040,38731,58,admin.,married,secondary,no,169,no,no,cellular,15,feb,216,1,91,4,success,,2040,yes,0.03882056597334671,0.9611794340266532
2041,4863,34,technician,married,secondary,no,5553,yes,no,unknown,23,may,258,5,-1,0,unknown,,2041,no,0.9753775791038449,0.024622420896154962
2042,2409,54,retired,married,secondary,no,2626,no,no,unknown,13,may,151,2,-1,0,unknown,no,2042,no,0.9753161288551364,0.024683871144863444
2043,23316,51,entrepreneur,married,tertiary,no,3,no,no,cellular,19,nov,276,2,-1,0,unknown,,2043,no,0.9699146269817176,0.03008537301828232
2044,2725,32,blue-collar,single,secondary,no,116,no,no,unknown,14,may,392,1,-1,0,unknown,yes,2044,no,0.9737556652233468,0.026244334776653142
2045,5314,34,blue-collar,divorced,secondary,no,-566,yes,no,unknown,26,may,248,2,-1,0,unknown,,2045,no,0.9756008919312424,0.024399108068757613
2046,7585,43,technician,married,secondary,no,463,no,no,unknown,3,jun,268,1,-1,0,unknown,,2046,no,0.9743987559058886,0.0256012440941113
2047,26425,46,technician,married,secondary,no,317,yes,yes,cellular,2,feb,24,7,250,1,failure,,2047,no,0.975359031920524,0.02464096807947595
2048,5381,45,management,married,secondary,no,5888,yes,no,unknown,26,may,45,5,-1,0,unknown,,2048,no,0.9758546391397132,0.02414536086028684
2049,37502,26,student,single,secondary,no,132,no,no,cellular,1,oct,194,1,119,1,success,,2049,yes,0.11095821868777313,0.8890417813122269
2050,10367,47,admin.,married,unknown,no,989,no,no,unknown,19,jun,116,1,-1,0,unknown,,2050,no,0.9753648719381112,0.024635128061888764
2051,40448,26,student,single,secondary,no,706,no,no,unknown,8,oct,118,1,105,2,other,,2051,no,0.9345303730790214,0.06546962692097855
2052,22249,36,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,273,2,131,1,failure,,2052,no,0.9742096433292968,0.0257903566707032
2053,20515,34,technician,married,tertiary,no,11126,no,no,cellular,25,aug,140,4,-1,0,unknown,,2053,no,0.9724049201112628,0.02759507988873724
2054,32900,34,blue-collar,single,secondary,no,1599,yes,no,cellular,12,may,59,3,-1,0,unknown,,2054,no,0.975641464387064,0.024358535612936112
2055,6524,50,technician,married,secondary,no,7098,yes,no,unknown,29,may,92,1,-1,0,unknown,,2055,no,0.9757185332277424,0.024281466772257558
2056,19787,51,admin.,married,primary,no,173,no,no,cellular,20,aug,65,2,-1,0,unknown,,2056,no,0.9753498915439012,0.024650108456098784
2057,32236,49,services,married,unknown,no,1499,yes,no,cellular,8,may,87,1,-1,0,unknown,,2057,no,0.9756583343824712,0.0243416656175289
2058,29198,33,services,single,secondary,no,148,yes,no,cellular,17,apr,271,1,150,1,failure,,2058,no,0.9722272960012228,0.0277727039987773
2059,10164,35,admin.,married,secondary,no,1476,no,no,unknown,18,jun,209,12,-1,0,unknown,,2059,no,0.9750194151116052,0.024980584888394868
2060,37873,47,unemployed,married,tertiary,no,1725,yes,yes,cellular,30,oct,183,2,-1,0,unknown,,2060,no,0.8988350529761086,0.10116494702389148
2061,10750,36,blue-collar,single,primary,no,79,no,no,unknown,20,jun,9,3,-1,0,unknown,,2061,no,0.9756895278918648,0.02431047210813504
2062,1846,34,blue-collar,married,secondary,no,0,yes,no,unknown,12,may,111,2,-1,0,unknown,no,2062,no,0.9757760457425112,0.02422395425748891
2063,15247,29,services,married,tertiary,no,-62,yes,yes,cellular,25,jul,126,1,-1,0,unknown,,2063,no,0.9756159730653936,0.024384026934606333
2064,33760,34,management,married,tertiary,no,186,yes,no,cellular,14,may,115,3,-1,0,unknown,,2064,no,0.9753462407136336,0.02465375928636622
2065,14552,35,management,single,tertiary,no,219,no,no,cellular,22,jul,160,6,-1,0,unknown,,2065,no,0.974183664350116,0.025816335649884017
2066,3959,47,blue-collar,married,secondary,no,290,yes,no,unknown,20,may,409,2,-1,0,unknown,no,2066,no,0.9742730578349412,0.02572694216505887
2067,33025,38,admin.,single,secondary,no,883,yes,no,cellular,12,may,95,1,327,9,other,,2067,no,0.9749387559682788,0.025061244031721167
2068,6979,51,housemaid,married,tertiary,no,3122,yes,no,unknown,30,may,33,2,-1,0,unknown,,2068,no,0.9758029690341876,0.024197030965812397
2069,29687,23,technician,single,secondary,no,28,yes,no,cellular,17,apr,183,3,325,2,failure,,2069,no,0.9649682683196829,0.035031731680317216
2070,40559,52,management,married,secondary,no,335,no,no,cellular,21,oct,411,1,182,1,failure,,2070,yes,0.11032652454323623,0.8896734754567638
2071,34940,43,blue-collar,married,primary,no,714,yes,no,cellular,18,may,16,6,362,28,failure,,2071,no,0.9757669733724088,0.024233026627591067
2072,14161,50,housemaid,divorced,primary,no,120,yes,no,cellular,21,jul,99,1,-1,0,unknown,,2072,no,0.9756223900914388,0.024377609908561144
2073,17321,30,management,single,tertiary,no,1571,no,no,cellular,5,aug,996,2,-1,0,unknown,,2073,yes,0.4994605644226775,0.5005394355773225
2074,28499,43,entrepreneur,married,tertiary,no,903,yes,no,cellular,7,apr,197,1,-1,0,unknown,,2074,no,0.9711858164731336,0.028814183526866217
2075,32881,38,admin.,divorced,secondary,no,1533,yes,no,cellular,12,may,366,1,172,4,success,,2075,no,0.8252728090071191,0.17472719099288095
2076,24966,42,unemployed,divorced,secondary,no,759,no,no,cellular,28,jan,97,1,169,3,failure,,2076,no,0.9731076515558144,0.02689234844418553
2077,20439,45,blue-collar,married,primary,no,185,no,no,cellular,25,aug,78,4,-1,0,unknown,,2077,no,0.9755562739981122,0.024443726001887833
2078,20408,45,technician,single,secondary,no,11,no,no,cellular,22,aug,247,1,-1,0,unknown,,2078,no,0.9661503722899744,0.033849627710025504
2079,28145,34,management,married,tertiary,no,1674,yes,no,cellular,10,mar,113,1,210,7,failure,,2079,no,0.9291381471230168,0.07086185287698303
2080,39729,22,student,single,secondary,no,71,no,no,cellular,13,jul,337,1,181,2,success,,2080,yes,0.03305486531208435,0.9669451346879157
2081,2607,46,blue-collar,married,primary,no,1429,yes,no,unknown,14,may,91,1,-1,0,unknown,no,2081,no,0.9757131102085718,0.02428688979142827
2082,40264,33,blue-collar,married,secondary,no,983,no,no,unknown,8,sep,9,1,-1,0,unknown,,2082,no,0.974433476013836,0.02556652398616396
2083,9275,39,blue-collar,married,unknown,no,2952,yes,no,unknown,12,jun,307,2,-1,0,unknown,,2083,no,0.97464122261358,0.02535877738641993
2084,23645,34,technician,single,tertiary,no,9851,yes,no,cellular,20,nov,128,5,-1,0,unknown,,2084,no,0.97535635758282,0.024643642417180044
2085,19026,50,admin.,married,secondary,no,697,no,no,cellular,14,aug,118,4,-1,0,unknown,,2085,no,0.9750124700333156,0.02498752996668425
2086,12258,37,self-employed,married,tertiary,no,865,yes,yes,cellular,9,jul,332,1,-1,0,unknown,,2086,no,0.9735669516021949,0.02643304839780508
2087,18162,34,technician,married,secondary,no,268,no,no,cellular,11,aug,47,4,-1,0,unknown,,2087,no,0.9756198791787332,0.02438012082126675
2088,27624,46,technician,married,tertiary,no,-369,yes,yes,cellular,6,feb,339,4,-1,0,unknown,,2088,no,0.9728009365348088,0.02719906346519132
2089,24202,32,technician,single,tertiary,no,502,yes,no,telephone,20,nov,442,4,-1,0,unknown,,2089,no,0.9523731645072878,0.04762683549271216
2090,21847,49,services,married,secondary,no,1114,no,no,cellular,17,nov,283,1,-1,0,unknown,,2090,no,0.9555134451968988,0.044486554803101125
2091,9025,39,blue-collar,married,secondary,no,138,no,no,unknown,9,jun,61,2,-1,0,unknown,,2091,no,0.975709923908426,0.024290076091574044
2092,24536,30,housemaid,single,secondary,no,358,yes,no,cellular,21,nov,45,2,-1,0,unknown,,2092,no,0.9756757146321636,0.024324285367836374
2093,1887,29,technician,married,secondary,no,0,no,no,unknown,12,may,33,2,-1,0,unknown,no,2093,no,0.9757764467470508,0.024223553252949143
2094,31538,28,blue-collar,married,tertiary,no,417,yes,yes,cellular,6,may,523,2,363,2,failure,,2094,no,0.9310246463083084,0.0689753536916917
2095,25395,35,admin.,single,secondary,no,111,yes,no,cellular,29,jan,55,1,195,3,failure,,2095,no,0.975419227065929,0.024580772934070988
2096,28901,29,management,married,tertiary,no,5698,no,no,cellular,15,apr,437,1,264,1,failure,,2096,yes,0.805657543505514,0.19434245649448603
2097,10392,46,blue-collar,divorced,secondary,no,2441,no,no,unknown,19,jun,217,2,-1,0,unknown,,2097,no,0.9749586985879041,0.025041301412096047
2098,5956,42,services,married,secondary,no,-262,no,no,unknown,28,may,114,3,-1,0,unknown,,2098,no,0.975812845321664,0.024187154678335945
2099,37356,39,technician,married,secondary,no,1587,yes,no,cellular,8,sep,108,2,98,3,success,,2099,yes,0.2770432315643281,0.7229567684356719
2100,18685,57,housemaid,married,primary,no,0,no,no,cellular,13,aug,189,2,-1,0,unknown,,2100,no,0.9738220417621034,0.026177958237896627
2101,31781,53,self-employed,married,secondary,no,1066,yes,no,cellular,7,may,57,2,170,4,failure,,2101,no,0.9757717891991988,0.024228210800801328
2102,34361,37,blue-collar,married,secondary,no,222,yes,no,cellular,15,may,7,6,357,1,failure,,2102,no,0.9756200856223336,0.024379914377666283
2103,4833,26,student,single,tertiary,no,1570,yes,no,unknown,23,may,81,1,-1,0,unknown,,2103,no,0.975602380969692,0.0243976190303079
2104,8889,38,blue-collar,married,secondary,no,2423,yes,no,unknown,9,jun,37,1,-1,0,unknown,,2104,no,0.9757745009551724,0.02422549904482776
2105,16809,35,technician,divorced,unknown,no,-11,yes,yes,cellular,31,jul,24,18,-1,0,unknown,,2105,no,0.9758510865153951,0.024148913484605045
2106,38171,64,retired,married,secondary,no,1220,no,no,cellular,7,dec,138,1,-1,0,unknown,,2106,no,0.9128239130394322,0.08717608696056778
2107,32502,59,services,married,secondary,no,33,yes,no,cellular,11,may,138,1,-1,0,unknown,,2107,no,0.9746295889698104,0.02537041103018956
2108,34879,49,blue-collar,married,primary,no,490,yes,no,telephone,18,may,19,5,364,2,failure,,2108,no,0.9757733821179816,0.024226617882018315
2109,208,31,services,married,secondary,no,388,yes,no,unknown,5,may,730,2,-1,0,unknown,no,2109,no,0.9587660080685276,0.041233991931472314
2110,3020,41,management,married,secondary,no,6526,no,no,unknown,15,may,334,3,-1,0,unknown,no,2110,no,0.975064001720308,0.02493599827969205
2111,5274,26,technician,single,secondary,no,1256,no,no,unknown,26,may,404,1,-1,0,unknown,,2111,no,0.9662760894408317,0.03372391055916838
2112,18878,30,admin.,married,tertiary,no,631,no,no,cellular,13,aug,293,3,-1,0,unknown,,2112,no,0.9553526259073136,0.044647374092686216
2113,6550,38,admin.,single,secondary,no,2345,yes,no,unknown,29,may,174,2,-1,0,unknown,,2113,no,0.9753284101646456,0.024671589835354297
2114,24816,38,technician,married,secondary,no,2767,yes,no,cellular,21,nov,711,2,-1,0,unknown,,2114,yes,0.5571985730942431,0.4428014269057569
2115,31731,31,blue-collar,single,secondary,no,11639,yes,no,cellular,7,may,1191,1,-1,0,unknown,,2115,yes,0.6998524946799589,0.30014750532004114
2116,20646,54,management,married,tertiary,no,1451,no,no,cellular,25,aug,308,7,-1,0,unknown,,2116,no,0.9664255820263238,0.033574417973676225
2117,25492,38,services,single,tertiary,no,1418,no,no,cellular,29,jan,52,1,-1,0,unknown,,2117,no,0.9755127510404762,0.024487248959523842
2118,1210,46,blue-collar,married,primary,no,-768,yes,no,unknown,8,may,194,3,-1,0,unknown,yes,2118,no,0.9758143469308306,0.024185653069169383
2119,37993,53,management,married,tertiary,no,1624,no,no,cellular,11,nov,166,3,97,7,success,,2119,yes,0.06814581630063442,0.9318541836993656
2120,38419,63,housemaid,married,tertiary,no,1528,no,no,cellular,18,jan,309,2,95,3,success,,2120,yes,0.5589833343162587,0.44101666568374137
2121,20334,51,blue-collar,married,secondary,no,548,no,no,cellular,22,aug,511,4,-1,0,unknown,,2121,no,0.933510210906472,0.066489789093528
2122,33197,36,blue-collar,married,primary,no,356,yes,yes,cellular,12,may,692,4,172,4,other,,2122,yes,0.8049347832752254,0.19506521672477464
2123,17995,34,technician,married,secondary,no,5266,no,no,cellular,8,aug,140,4,-1,0,unknown,,2123,no,0.9700118537683334,0.02998814623166652
2124,5413,28,technician,single,secondary,no,576,yes,yes,unknown,26,may,158,4,-1,0,unknown,,2124,no,0.9756558636623324,0.024344136337667476
2125,12962,37,housemaid,married,primary,no,577,no,no,cellular,14,jul,76,2,-1,0,unknown,,2125,no,0.9755698864692256,0.024430113530774282
2126,7738,49,admin.,married,secondary,no,0,yes,yes,unknown,3,jun,50,3,-1,0,unknown,,2126,no,0.975688979353046,0.02431102064695392
2127,38017,72,retired,married,primary,no,3232,no,no,cellular,12,nov,771,2,-1,0,unknown,,2127,yes,0.7645513009357191,0.2354486990642809
2128,22824,50,management,married,tertiary,no,1477,yes,no,cellular,18,nov,283,2,-1,0,unknown,,2128,no,0.9729411105789668,0.027058889421033332
2129,29653,38,blue-collar,married,secondary,no,566,yes,yes,telephone,17,apr,318,2,332,6,other,,2129,no,0.9744496826542856,0.02555031734571447
2130,34213,37,blue-collar,married,primary,no,3051,no,no,cellular,14,may,386,4,-1,0,unknown,,2130,no,0.950636841609674,0.049363158390326116
2131,18106,36,unknown,married,secondary,no,179,no,no,cellular,8,aug,14,8,-1,0,unknown,,2131,no,0.9757585042274766,0.02424149577252345
2132,10631,38,unemployed,married,secondary,no,1604,no,no,unknown,20,jun,1276,1,-1,0,unknown,,2132,yes,0.7567740630122994,0.2432259369877005
2133,36120,34,services,single,tertiary,no,88,no,no,cellular,5,jun,206,1,99,1,failure,,2133,yes,0.5976119954654162,0.40238800453458384
2134,32920,48,services,single,primary,no,1499,yes,no,cellular,12,may,17,7,-1,0,unknown,,2134,no,0.9757726133441978,0.024227386655802118
2135,7799,38,blue-collar,married,secondary,no,284,yes,yes,unknown,3,jun,1030,6,-1,0,unknown,,2135,yes,0.8131420627239655,0.18685793727603453
2136,18643,49,blue-collar,married,secondary,no,3779,yes,no,cellular,12,aug,178,9,-1,0,unknown,,2136,no,0.974493527136878,0.02550647286312208
2137,11514,40,blue-collar,married,primary,no,254,yes,no,cellular,7,jul,107,3,-1,0,unknown,,2137,no,0.9751931452333646,0.024806854766635352
2138,38313,36,technician,married,tertiary,no,629,yes,yes,cellular,29,dec,109,1,246,1,failure,,2138,no,0.9737960866645959,0.026203913335403974
2139,26016,26,services,single,secondary,no,110,no,no,cellular,30,jan,1136,2,-1,0,unknown,,2139,yes,0.16075354403320666,0.8392464559667934
2140,37518,37,technician,married,unknown,no,189,no,no,cellular,1,oct,238,1,107,2,success,,2140,yes,0.14780726886920592,0.8521927311307941
2141,15769,60,self-employed,married,secondary,no,3105,no,no,telephone,28,jul,178,4,-1,0,unknown,,2141,no,0.974126891025016,0.025873108974984068
2142,28547,48,management,divorced,tertiary,no,351,yes,no,cellular,7,apr,725,3,-1,0,unknown,,2142,yes,0.8102325385186909,0.18976746148130896
2143,14813,35,management,married,secondary,yes,-550,no,yes,cellular,23,jul,874,3,-1,0,unknown,,2143,yes,0.7337886703869321,0.2662113296130679
2144,33948,34,blue-collar,single,secondary,no,1351,yes,no,cellular,14,may,334,2,-1,0,unknown,,2144,no,0.9711353427090648,0.028864657290935094
2145,21244,34,management,single,tertiary,no,46,no,no,cellular,28,aug,211,17,-1,0,unknown,,2145,no,0.9738719818165614,0.02612801818343856
